117.888	0.294406
149.329	0.552652
149.284	0.55286
149.32	0.552877
199.943	0.732886
199.98	0.732872
199.964	0.732834
249.954	0.909157
249.972	0.909115
249.969	0.909062
300.07	1.07562
300.067	1.07554
300.065	1.07534
349.99	1.22611
349.991	1.22581
349.994	1.22575
399.901	1.35659
399.898	1.35619
399.901	1.35599
450.021	1.46438
450.02	1.4638
450.018	1.4636
499.927	1.55075
499.923	1.55017
499.927	1.54989
550.047	1.62266
550.042	1.62205
550.047	1.62194
599.964	1.68809
599.964	1.68783
599.966	1.68774
650.067	1.75628
650.067	1.7561
650.072	1.75599
699.989	1.83229
699.985	1.8321
699.982	1.83199
750.09	1.91749
750.093	1.9172
750.088	1.91699
800.009	2.00978
800.007	2.00952
849.929	2.10725
849.927	2.10638
849.924	2.10612
900.031	2.20502
900.036	2.20409
900.039	2.20384
949.954	2.29921
949.956	2.29837
949.957	2.29829
1000.06	2.38934
1000.05	2.38845
1000.06	2.38821
1049.98	2.47337
1049.98	2.47295
1100.08	2.55259
1100.08	2.5519
1100.08	2.55171
1150	2.62476
1150	2.62425
1150	2.62403
1199.93	2.6914
1199.93	2.69077
1199.93	2.69074
1250.03	2.75283
1250.03	2.75261
1250.03	2.75264
1299.95	2.80895
1299.95	2.80882
1350.05	2.86088
1350.06	2.86077
1350.05	2.86039
1399.97	2.90853
1399.97	2.90828
1399.97	2.90827
1450.08	2.95225
1450.08	2.95211
1450.07	2.95188
1499.99	2.99234
1500	2.99219
1500	2.99219
1549.91	3.02956
1549.92	3.02928
1549.91	3.02945
1600.02	3.06402
1600.02	3.06399
1649.94	3.09573
1649.94	3.09584
1649.94	3.09566
1700.04	3.1254
1700.05	3.12523
1700.04	3.12518
1749.96	3.15229
1749.96	3.15227
1749.96	3.15217
1800.07	3.17802
1800.07	3.17786
1800.08	3.17783
1849.99	3.20141
1849.99	3.2014
1849.99	3.20135
1900.09	3.22354
1900.09	3.22349
1900.09	3.2236
1950.01	3.24404
1950.01	3.24394
1950.01	3.24408
1999.93	3.26346
1999.93	3.2634
2050.04	3.28123
2050.04	3.28126
2050.04	3.28127
2099.96	3.29791
2099.96	3.29792
2099.96	3.29809
2150.06	3.31388
2150.06	3.31392
2150.06	3.31393
2199.98	3.32845
2199.98	3.32856
2250.09	3.34266
2250.09	3.34269
2250.09	3.34265
2300	3.35586
2300	3.35581
2300.01	3.35579
2349.93	3.36793
2349.92	3.3682
2349.93	3.36807
2400.03	3.37981
2400.03	3.37962
2414.59	3.34844
2449.95	3.39091
2449.95	3.39108
2500.05	3.40172
2500.05	3.40157
2500.06	3.40163
2549.97	3.41122
2549.98	3.41133
2549.98	3.41137
2600.08	3.42067
2600.08	3.4205
2600.08	3.42072
2650	3.42941
2650	3.42961
2650	3.42972
2700.1	3.43819
2700.1	3.43802
2750.02	3.44619
2750.02	3.44612
2750.02	3.44616
2799.94	3.45348
2799.94	3.45372
2799.94	3.45368
2850.05	3.46103
2850.05	3.46113
2850.05	3.4611
2899.97	3.46802
2899.97	3.46807
2899.97	3.46797
2950.07	3.47469
2950.07	3.47474
2950.07	3.47455
2999.99	3.48118
2999.99	3.48125
3050.1	3.48702
3050.1	3.48698
3050.1	3.48686
3100.02	3.49265
3100.01	3.49288
3100.02	3.49281
3149.94	3.49826
3149.93	3.49822
3149.93	3.49815
3200.04	3.50331
3200.04	3.50339
3200.04	3.50327
3213.04	3.47058
3249.96	3.50852
3249.96	3.50861
3300.06	3.51344
3300.06	3.51339
3300.06	3.51348
3349.98	3.51807
3349.98	3.51814
3349.99	3.51814
3400.09	3.52256
3400.09	3.52246
3400.09	3.52241
3450.01	3.52672
3450.01	3.52651
3450.01	3.52664
3499.93	3.53097
3499.93	3.5309
3499.93	3.53084
3550.03	3.53464
3550.03	3.53448
3550.03	3.53476
3599.95	3.53858
3599.95	3.53874
3650.06	3.54222
3650.06	3.5422
3650.06	3.54226
3699.98	3.54581
3699.98	3.54563
3699.98	3.54553
3750.08	3.54892
3750.08	3.54901
3750.08	3.54904
3800	3.55219
3800	3.55239
3800	3.55233
3850.11	3.55544
3850.11	3.55546
3900.03	3.55841
3900.02	3.55845
3900.03	3.55835
3949.94	3.56134
3949.94	3.56113
3949.94	3.56139
4000.05	3.56392
4000.05	3.56404
4049.97	3.56657
4049.97	3.5667
4049.97	3.56676
4100.07	3.56938
4100.07	3.56925
4100.07	3.56938
4149.99	3.57191
4149.99	3.57165
4149.99	3.5717
4200.1	3.57438
4200.1	3.5743
4200.1	3.57437
4250.02	3.57678
4250.02	3.57673
4250.02	3.57654
4299.93	3.57887
4299.94	3.57898
4299.94	3.57887
4350.04	3.581
4350.04	3.58115
4350.04	3.58092
4399.96	3.58327
4399.96	3.58337
4450.07	3.5852
4450.07	3.58511
4450.07	3.58512
4499.99	3.58698
4499.99	3.58704
4499.99	3.58681
4550.09	3.5889
4550.09	3.58896
4550.09	3.58922
4600.01	3.59091
4600.01	3.59092
4649.93	3.59271
4649.93	3.59284
4649.93	3.59271
4700.04	3.59459
4700.04	3.5945
4700.04	3.59457
4749.96	3.59626
4749.96	3.59625
4749.95	3.59621
4800.06	3.598
4800.06	3.59803
4800.06	3.59799
4849.98	3.59959
4849.98	3.59967
4900.09	3.60119
4900.09	3.601
4900.09	3.60129
4950	3.60263
4950	3.6027
4950	3.60259
5000.11	3.60381
5000.11	3.60377
5000.11	3.6039
5050.03	3.60566
5050.03	3.60552
5050.03	3.60538
5099.95	3.60717
5099.94	3.607
5099.95	3.607
5150.05	3.60849
5150.05	3.60839
5150.05	3.6083
5199.97	3.60958
5199.97	3.6097
5250.08	3.61101
5250.08	3.6111
5250.08	3.61091
5300	3.61224
5300	3.61215
5299.99	3.61224
5350.1	3.61328
5350.1	3.61348
5350.1	3.61344
5400.02	3.61475
5400.02	3.61467
5400.02	3.6145
5449.94	3.61578
5449.94	3.61591
5500.05	3.61689
5500.05	3.61705
5500.05	3.61695
5549.97	3.61788
5549.96	3.61793
5549.96	3.61788
5600.07	3.61895
5600.07	3.61883
5600.07	3.61887
5649.99	3.61997
5649.99	3.62
5700.09	3.621
5700.09	3.62108
5700.1	3.6211
5750.01	3.62217
5750.02	3.62214
5750.01	3.62212
5800.12	3.62309
5800.12	3.62304
5850.04	3.62399
5850.04	3.624
5850.04	3.62394
5899.96	3.62491
5899.96	3.62497
5899.96	3.62492
5950.06	3.62588
5950.06	3.62572
5950.06	3.62577
5999.98	3.62634
5999.98	3.62647
